"","caseid"
"13590","      914 20  7"
"13591","      914 30  3"
"13592","      914 36  2"
"13593","      914 41  1"
"13594","      914 41  2"
"13595","      914 41  3"
"13596","      914 41  4"
"13597","      914 46  2"
"13598","      914 46  4"
"13599","      914 52  2"
"13600","      914 57  4"
"13601","      914 62  2"
"13602","      914 67  2"
"13603","      914 83  2"
"13604","      914 83  5"
"13605","      914 89  6"
"13606","      914 94  3"
"13607","      914 99  2"
"13608","      914105  2"
"13609","      915  2  4"
"13610","      915  7  2"
"13611","      915 12  3"
"13612","      915 17  2"
"13613","      915 17  4"
"13614","      915 22  2"
"13615","      915 27  2"
"13616","      915 27  6"
"13617","      915 37  2"
"13618","      915 42  2"
"13619","      915 42  5"
"13620","      915 52  2"
"13621","      915 62  4"
"13622","      915 67  3"
"13623","      915 67  4"
"13624","      915 67  6"
"13625","      915 72  3"
"13626","      915 72  4"
"13627","      915 72  5"
"13628","      915 77  2"
"13629","      915 77  4"
"13630","      915 82  3"
"13631","      915 87  1"
"13632","      915 92  1"
"13633","      915 92  2"
"13634","      915 97  2"
"13635","      915102  2"
"13636","      915102  5"
"13637","      915107  2"
"13638","      915107  3"
"13639","      915107  4"
"13640","      916  4  1"
"13641","      916  4  3"
"13642","      916 10  1"
"13643","      916 15  1"
"13644","      916 20  1"
"13645","      916 20  2"
"13646","      916 20  5"
"13647","      916 41  1"
"13648","      916 41  5"
"13649","      916 46  2"
"13650","      916 51  2"
"13651","      916 56  1"
"13652","      916 61  2"
"13653","      916 66  1"
"13654","      916 72  2"
"13655","      916 77  2"
"13656","      916 82  2"
"13657","      916 92  1"
"13658","      919  1  2"
"13659","      919  6  2"
"13660","      919 12  2"
"13661","      919 17  2"
"13662","      919 27  2"
"13663","      919 33  2"
"13664","      919 38  2"
"13665","      919 38  3"
"13666","      919 38  6"
"13667","      919 38  8"
"13668","      919 48  2"
"13669","      919 54  2"
"13670","      919 54  7"
"13671","      919 54 10"
"13672","      919 59  3"
"13673","      919 64  2"
"13674","      919 69  2"
"13675","      919 75  2"
"13676","      919 80  2"
"13677","      919 85  2"
"13678","      919 91  4"
"13679","      919 96  2"
"13680","      919 96  3"
"13681","      919101  3"
"13682","      919106  2"
"13683","      919112  2"
"13684","      919117  1"
"13685","      919122  2"
"13686","      919127  1"
"13687","      919127  2"
"13688","      919127  3"
"13689","      919133  2"
"13690","      919133  8"
"13691","      919138  2"
"13692","      919143  2"
"13693","      919148  1"
"13694","      919154  4"
"13695","      919154  6"
"13696","      919154 10"
"13697","      919175  2"
"13698","      919175  5"
"13699","      919180  2"
"13700","      919185  4"
"13701","      919190  1"
"13702","      919196  2"
"13703","      919201  1"
"13704","      920 19  5"
"13705","      920 19  7"
"13706","      920 31  1"
"13707","      920 31  6"
"13708","      920 31  9"
"13709","      920 31 12"
"13710","      920 36  4"
"13711","      920 36  9"
"13712","      920 36 12"
"13713","      920 42  2"
"13714","      920 48  2"
"13715","      920 54  2"
"13716","      920 54  4"
"13717","      920 65  6"
"13718","      920 71  2"
"13719","      920 82  2"
"13720","      920 88  2"
"13721","      920 94  2"
"13722","      920 94  3"
"13723","      920100  2"
"13724","      920100  5"
"13725","      920105  2"
"13726","      920105  4"
"13727","      921  2  2"
"13728","      921  7  2"
"13729","      921 12  3"
"13730","      921 12  4"
"13731","      921 17  2"
"13732","      921 22  2"
"13733","      921 27  3"
"13734","      921 27  6"
"13735","      921 27  7"
"13736","      921 32  2"
"13737","      921 42  2"
"13738","      921 47  2"
"13739","      921 47  5"
"13740","      921 47  7"
"13741","      921 53  2"
"13742","      921 58  2"
"13743","      921 58  6"
"13744","      921 68  2"
"13745","      921 73  2"
"13746","      921 78  2"
"13747","      921 83  2"
"13748","      921 93  2"
"13749","      921 93  4"
"13750","      921 93  5"
"13751","      921 93  7"
"13752","      921 98  2"
"13753","      921104  2"
"13754","      922  4  2"
"13755","      922  7  4"
"13756","      922  7  7"
"13757","      922  9  4"
"13758","      922 11  3"
"13759","      922 11  5"
"13760","      922 14  2"
"13761","      922 14  7"
"13762","      922 19  1"
"13763","      922 21  5"
"13764","      922 24  3"
"13765","      922 28  2"
"13766","      922 28  3"
"13767","      922 31  2"
"13768","      922 43  2"
"13769","      922 45  2"
"13770","      922 48  3"
"13771","      922 50  1"
"13772","      922 50  3"
"13773","      922 57  7"
"13774","      922 65  4"
"13775","      922 72  2"
"13776","      922 72  3"
"13777","      922 74  2"
"13778","      922 74  4"
"13779","      922 77  1"
"13780","      922 77  2"
"13781","      922 82  2"
"13782","      922 82  3"
"13783","      922 84  2"
"13784","      922 84  5"
"13785","      922 87  1"
"13786","      922 89  4"
"13787","      922 89  5"
"13788","      922 91  2"
"13789","      922 91  4"
"13790","      922 94  2"
"13791","      922 94  5"
"13792","      922 96  2"
"13793","      922 96  3"
"13794","      922 96  4"
"13795","      924  2  2"
"13796","      924  8  2"
"13797","      924 15  2"
"13798","      924 21  2"
"13799","      924 21  3"
"13800","      924 27  1"
"13801","      924 27  3"
"13802","      924 27  7"
"13803","      924 33  2"
"13804","      924 33  3"
"13805","      924 39  2"
"13806","      924 45  2"
"13807","      924 45  3"
"13808","      924 58  2"
"13809","      924 58  9"
"13810","      924 64  2"
"13811","      925  1  4"
"13812","      925  5  2"
"13813","      925  9  2"
"13814","      925 12  2"
"13815","      925 16  2"
"13816","      925 23  2"
"13817","      925 27  2"
"13818","      925 30  2"
"13819","      925 34  2"
"13820","      925 41  2"
"13821","      925 45  2"
"13822","      925 59  2"
"13823","      925 63  3"
"13824","      926  5  2"
"13825","      926  5  7"
"13826","      926 10  1"
"13827","      926 15  3"
"13828","      926 21  2"
"13829","      926 21  3"
"13830","      926 26  4"
"13831","      926 26  8"
"13832","      926 32  2"
"13833","      926 32  3"
"13834","      926 32  4"
"13835","      926 37  2"
"13836","      926 37  8"
"13837","      926 37 11"
"13838","      926 43  2"
"13839","      926 48  2"
"13840","      926 54  2"
"13841","      926 64  2"
"13842","      926 70  2"
"13843","      926 70  5"
"13844","      926 70  7"
"13845","      926 75  2"
"13846","      926 81  2"
"13847","      926 86  2"
"13848","      926 92  2"
"13849","      926 92  3"
"13850","      926 97  2"
"13851","      929  3  3"
"13852","      929  3  5"
"13853","      929  3  8"
"13854","      929  7  1"
"13855","      929 12  2"
"13856","      929 16  2"
"13857","      929 16  3"
"13858","      929 16  4"
"13859","      929 21  2"
"13860","      929 21  3"
"13861","      929 21  7"
"13862","      929 26  2"
"13863","      929 26  7"
"13864","      929 30  4"
"13865","      929 30  7"
"13866","      929 30 10"
"13867","      929 39  2"
"13868","      929 39  6"
"13869","      929 39  9"
"13870","      929 44  2"
"13871","      929 49  2"
"13872","      929 58  3"
"13873","      929 62  2"
"13874","      929 67  2"
"13875","      929 67  4"
"13876","      929 72  2"
"13877","      929 72  3"
"13878","      929 76  2"
"13879","      929 76  3"
"13880","      929 76  4"
"13881","      929 81  2"
"13882","      929 81  3"
"13883","      929 85  2"
"13884","      929 85  4"
"13885","      929 85  5"
"13886","      929 90  1"
"13887","      929 95  2"
"13888","      929 99  2"
"13889","      929104  2"
"13890","      929108  5"
"13891","      929108 12"
"13892","      929108 16"
"13893","      929113  4"
"13894","      929113  6"
"13895","      929113 10"
"13896","      930  3  2"
"13897","      930  9  2"
"13898","      930 16  2"
"13899","      930 36  3"
"13900","      930 43  2"
"13901","      930 49  2"
"13902","      930 56  2"
"13903","      930 62  2"
"13904","      930 62 10"
"13905","      930 62 11"
"13906","      930 69  2"
"13907","      930 69  8"
"13908","      930 69  9"
"13909","      930 69 10"
"13910","      930 76  4"
"13911","      930 82  3"
"13912","      930 82  5"
"13913","      930 96  1"
"13914","      930102  2"
"13915","      930102  8"
"13916","      930109  2"
"13917","      930116  2"
"13918","      930116  4"
"13919","      930122  2"
"13920","      930122  5"
"13921","      930122  7"
"13922","      930142  2"
"13923","      931 17  2"
"13924","      931 23  3"
"13925","      931 23  4"
"13926","      931 35  2"
"13927","      931 41  3"
"13928","      931 53  1"
"13929","      931 59  2"
"13930","      931 59  4"
"13931","      931 59  5"
"13932","      931 65  2"
"13933","      931 65  3"
"13934","      931 71  2"
"13935","      931 77  2"
"13936","      931 77  8"
"13937","      931 83  1"
"13938","      931 83  3"
"13939","      931 89  2"
"13940","      932 13  3"
"13941","      932 13  6"
"13942","      932 13  9"
"13943","      932 13 11"
"13944","      932 13 13"
"13945","      932 21  1"
"13946","      932 29  2"
"13947","      932 53  2"
"13948","      932 53  3"
"13949","      932 61  2"
"13950","      932 69  2"
"13951","      932 77  4"
"13952","      932 93  2"
"13953","      932101  2"
"13954","      932101  8"
"13955","      932117  4"
"13956","      934 33  2"
"13957","      934 33  7"
"13958","      934 35  2"
"13959","      934 38  2"
"13960","      934 38  7"
"13961","      934 39  2"
"13962","      934 39 10"
"13963","      934 40  2"
"13964","      935  2  2"
"13965","      935  2 10"
"13966","      935  2 16"
"13967","      935  3  5"
"13968","      935  4  2"
"13969","      935  5  2"
"13970","      935  8  4"
"13971","      935 33  2"
"13972","      935 34  2"
"13973","      935 34  5"
"13974","      935 34 10"
"13975","      935 35  2"
"13976","      935 35  3"
"13977","      935 36  2"
"13978","      935 37  2"
"13979","      935 39  2"
"13980","      935 40  2"
"13981","      935 58  3"
"13982","      935 58  7"
"13983","      935 59  2"
"13984","      936  1  2"
"13985","      936  2  2"
"13986","      936  4  1"
"13987","      936  4  3"
"13988","      936  5  2"
"13989","      936  6  2"
"13990","      936  6  8"
"13991","      936  7  2"
"13992","      936 13  2"
"13993","      936 14  2"
"13994","      936 16  2"
"13995","      936 18  2"
"13996","      936 19  2"
"13997","      936 20  2"
"13998","      936 22  5"
"13999","      936 24  2"
"14000","      936 32  1"
"14001","      936 32  3"
"14002","      936 34  4"
"14003","      936 34  5"
"14004","      936 35  2"
"14005","      936 36  2"
"14006","      936 37  1"
"14007","      936 38  2"
"14008","      936 39  2"
"14009","      936 40  6"
"14010","      936 41  2"
"14011","      936 42  2"
"14012","      936 45  2"
"14013","      936 46  2"
"14014","      939  9  2"
"14015","      939 10  2"
"14016","      939 11  2"
"14017","      939 12  2"
"14018","      939 13  2"
"14019","      939 16  2"
"14020","      939 16  3"
"14021","      939 34  2"
"14022","      939 35  2"
"14023","      939 35  3"
"14024","      939 36  2"
"14025","      939 37  2"
"14026","      939 37  3"
"14027","      939 37  6"
"14028","      939 38  2"
"14029","      939 58  2"
"14030","      939 60  2"
"14031","      939 61  2"
"14032","      939 61  6"
"14033","      939 62  2"
"14034","      939 63  2"
"14035","      939 63 10"
"14036","      939 63 15"
"14037","      939 64  2"
"14038","      939 89  2"
"14039","      939 90  2"
"14040","      939 90  6"
"14041","      939 91  7"
"14042","      939 92  2"
"14043","      939 92 10"
"14044","      939 94  2"
"14045","      939 95  1"
"14046","      939 95  4"
"14047","      939105  2"
"14048","      939106  2"
"14049","      939107  2"
"14050","      939108  1"
"14051","      940 17  4"
"14052","      940 18  2"
"14053","      940 22  2"
"14054","      940 57  2"
"14055","      940 60  2"
"14056","      941 34  2"
"14057","      941 35  2"
"14058","      941 36  2"
"14059","      941 37  2"
"14060","      941 38  2"
"14061","      941 40  2"
"14062","      941 81  2"
"14063","      941 82  2"
"14064","      941 84  2"
"14065","      941 85  2"
"14066","      941 87  2"
"14067","      942 17  2"
"14068","      942 18  2"
"14069","      942 18  4"
"14070","      942 19  4"
"14071","      942 21  2"
"14072","      942 22  3"
"14073","      942 24  4"
"14074","      942 24  8"
"14075","      942 57  6"
"14076","      942 59  2"
"14077","      942 61  2"
"14078","      942 61  6"
"14079","      942 62  2"
"14080","      942 63  2"
"14081","      942 64  5"
"14082","      942 66  2"
"14083","      944  9  2"
"14084","      944 10  2"
"14085","      944 12  2"
"14086","      944 12  6"
"14087","      944 13  2"
"14088","      944 13  8"
"14089","      944 14  3"
"14090","      944 15  2"
"14091","      944 16  2"
"14092","      944 33  2"
"14093","      944 34  2"
"14094","      944 35  2"
"14095","      944 36  2"
"14096","      944 37  2"
"14097","      944 39  2"
"14098","      944 40  2"
"14099","      944 66  4"
"14100","      944 67  2"
"14101","      944 69  2"
"14102","      944 72  2"
"14103","      944 97  2"
"14104","      944 99  2"
"14105","      944100  3"
"14106","      944100  4"
"14107","      944101  4"
"14108","      944102  2"
"14109","      944104  2"
"14110","      944121  2"
"14111","      944122  2"
"14112","      944123  2"
"14113","      944124  2"
"14114","      944124  3"
"14115","      944124  7"
"14116","      944126  2"
"14117","      945  2  2"
"14118","      945  3  2"
"14119","      945  4  2"
"14120","      945  5  2"
"14121","      945  6  2"
"14122","      945  7  2"
"14123","      945  7 10"
"14124","      945 33  2"
"14125","      945 38  2"
"14126","      945 38  5"
"14127","      945 39  2"
"14128","      945 66  2"
"14129","      945 67  2"
"14130","      945 69  2"
"14131","      945 69  6"
"14132","      945 69  7"
"14133","      945 70  2"
"14134","      946 17  2"
"14135","      946 17  5"
"14136","      946 18  2"
"14137","      946 19  5"
"14138","      946 20  4"
"14139","      946 22  2"
